commit_hash,author,message,file_path,commit_url,removed_chunk,added_chunk,commit_date
8df8e8b28e9b5f8ed40ecda11c02132a78248e63,GitSquared,":recycle: Code Cleanup round 1 - _renderer.js

Added a global _delay() async function to replace callback hell with setTimeout(). Reduced the number of exposed functions on the window object. Better readability and performance on loading (fix multiple timers triggering a lot of CPU load all at once).",src/_renderer.js,https://github.com/gitsquared/edex-ui/commit/8df8e8b28e9b5f8ed40ecda11c02132a78248e63,"}

function initGreeter() {

    let shellContainer = document.getElementById(""main_shell"");

    let greeter = document.getElementById(""main_shell_greeting"");

    require(""systeminformation"").users()

        .then((userlist) => {

            greeter.innerHTML += `Welcome back, <em>${userlist[0].user}</em>`;

        })

        .catch(() => {

            greeter.innerHTML += ""Welcome back"";

    .then(() => {

        greeter.setAttribute(""style"", ""opacity: 1;"");

        setTimeout(() => {

            greeter.setAttribute(""style"", ""opacity: 0;"");

            setTimeout(() => {

                greeter.remove();

                setTimeout(() => {

                    shellContainer.innerHTML += `

                        <ul id=""main_shell_tabs"">

                            <li id=""shell_tab0"" onclick=""window.focusShellTab(0);"" class=""active"">MAIN SHELL</li>

                            <li id=""shell_tab1"" onclick=""window.focusShellTab(1);"">EMPTY</li>

                            <li id=""shell_tab2"" onclick=""window.focusShellTab(2);"">EMPTY</li>

                            <li id=""shell_tab3"" onclick=""window.focusShellTab(3);"">EMPTY</li>

                            <li id=""shell_tab4"" onclick=""window.focusShellTab(4);"">EMPTY</li>

                        </ul>

                        <div id=""main_shell_innercontainer"">

                            <pre id=""terminal0"" class=""active""></pre>

                            <pre id=""terminal1""></pre>

                            <pre id=""terminal2""></pre>

                            <pre id=""terminal3""></pre>

                            <pre id=""terminal4""></pre>

                        </div>`;

                    window.term = {

                        0: new Terminal({

                            role: ""client"",

                            parentId: ""terminal0"",

                            port: window.settings.port || 3000

                        })

                    };

                    window.currentTerm = 0;

                    window.term[0].onprocesschange = p => {

                        document.getElementById(""shell_tab0"").innerText = ""MAIN - ""+p;

                    };

                    // Prevent losing hardware keyboard focus on the terminal when using touch keyboard

                    window.onmouseup = (e) => {

                        if (window.keyboard.linkedToTerm) window.term[window.currentTerm].term.focus();

                    };

                    window.term[0].term.writeln(""\033[1m""+`Welcome to eDEX-UI v${electron.remote.app.getVersion()} - Electron v${process.versions.electron}`+""\033[0m"");



                    window.fsDisp = new FilesystemDisplay({

                        parentId: ""filesystem""

                    });

                    setTimeout(() => {

                        document.getElementById(""filesystem"").setAttribute(""style"", ""opacity: 1;"");

                        window.updateCheck = new UpdateChecker();

                    }, 300);

                }, 100);

            }, 500);

        }, 1100);

window.themeChanger = (theme) => {

window.remakeKeyboard = (layout) => {
","    await _delay(100);

    // Initialize the terminal

    let shellContainer = document.getElementById(""main_shell"");

    shellContainer.innerHTML += `

        <ul id=""main_shell_tabs"">

            <li id=""shell_tab0"" onclick=""window.focusShellTab(0);"" class=""active"">MAIN SHELL</li>

            <li id=""shell_tab1"" onclick=""window.focusShellTab(1);"">EMPTY</li>

            <li id=""shell_tab2"" onclick=""window.focusShellTab(2);"">EMPTY</li>

            <li id=""shell_tab3"" onclick=""window.focusShellTab(3);"">EMPTY</li>

            <li id=""shell_tab4"" onclick=""window.focusShellTab(4);"">EMPTY</li>

        </ul>

        <div id=""main_shell_innercontainer"">

            <pre id=""terminal0"" class=""active""></pre>

            <pre id=""terminal1""></pre>

            <pre id=""terminal2""></pre>

            <pre id=""terminal3""></pre>

            <pre id=""terminal4""></pre>

        </div>`;

    window.term = {

        0: new Terminal({

            role: ""client"",

            parentId: ""terminal0"",

            port: window.settings.port || 3000

    };

    window.currentTerm = 0;

    window.term[0].onprocesschange = p => {

        document.getElementById(""shell_tab0"").innerText = ""MAIN - ""+p;

    };

    // Prevent losing hardware keyboard focus on the terminal when using touch keyboard

    window.onmouseup = (e) => {

        if (window.keyboard.linkedToTerm) window.term[window.currentTerm].term.focus();

    };

    window.term[0].term.writeln(""\033[1m""+`Welcome to eDEX-UI v${electron.remote.app.getVersion()} - Electron v${process.versions.electron}`+""\033[0m"");



    await _delay(100);

    window.fsDisp = new FilesystemDisplay({

        parentId: ""filesystem""



    await _delay(200);



    document.getElementById(""filesystem"").setAttribute(""style"", ""opacity: 1;"");



    await _delay(200);



    window.updateCheck = new UpdateChecker();

window.themeChanger = theme => {

window.remakeKeyboard = layout => {
",2019-02-03 15:33:54+01:00
